service_id,date,exception_type
13,20210628,1
13,20210629,1
13,20210704,1
13,20210705,1
13,20210706,1
13,20210711,1
13,20210712,1
13,20210713,1
13,20210718,1
13,20210719,1
13,20210720,1
13,20210725,1
13,20210726,1
13,20210727,1
13,20210801,1
13,20210802,1
13,20210803,1
13,20210808,1
14,20210314,1
14,20210405,1
14,20210406,1
14,20210407,1
14,20210409,1
14,20210411,1
14,20210412,1
14,20210413,1
14,20210414,1
14,20210416,1
14,20210418,1
14,20210419,1
14,20210420,1
14,20210421,1
14,20210423,1
14,20210425,1
14,20210426,1
14,20210428,1
14,20210430,1
14,20210502,1
14,20210503,1
14,20210504,1
14,20210505,1
14,20210507,1
14,20210509,1
14,20210510,1
14,20210511,1
14,20210512,1
14,20210514,1
14,20210516,1
14,20210517,1
14,20210518,1
14,20210519,1
14,20210521,1
14,20210523,1
14,20210525,1
14,20210526,1
14,20210528,1
14,20210530,1
14,20210531,1
14,20210601,1
14,20210602,1
14,20210604,1
14,20210606,1
14,20210607,1
14,20210608,1
14,20210609,1
14,20210611,1
14,20210613,1
14,20210614,1
14,20210615,1
14,20210616,1
14,20210618,1
14,20210620,1
14,20210621,1
14,20210622,1
14,20210623,1
14,20210625,1
14,20210627,1
14,20210628,1
14,20210629,1
14,20210630,1
14,20210702,1
14,20210704,1
14,20210705,1
14,20210706,1
14,20210707,1
14,20210709,1
14,20210711,1
14,20210712,1
14,20210713,1
14,20210714,1
14,20210716,1
14,20210718,1
14,20210719,1
14,20210720,1
14,20210721,1
14,20210723,1
14,20210725,1
14,20210726,1
14,20210727,1
14,20210728,1
14,20210730,1
14,20210801,1
14,20210802,1
14,20210803,1
14,20210804,1
14,20210806,1
14,20210808,1
15,20210314,1
15,20210405,1
15,20210406,1
15,20210407,1
15,20210408,1
15,20210410,1
15,20210411,1
15,20210412,1
15,20210413,1
15,20210414,1
15,20210415,1
15,20210417,1
15,20210418,1
15,20210419,1
15,20210420,1
15,20210421,1
15,20210422,1
15,20210424,1
15,20210425,1
15,20210426,1
15,20210427,1
15,20210428,1
15,20210429,1
15,20210501,1
15,20210502,1
15,20210503,1
15,20210504,1
15,20210505,1
15,20210506,1
15,20210508,1
15,20210509,1
15,20210510,1
15,20210511,1
15,20210512,1
15,20210513,1
15,20210515,1
15,20210516,1
15,20210517,1
15,20210518,1
15,20210519,1
15,20210520,1
15,20210522,1
15,20210523,1
15,20210524,1
15,20210525,1
15,20210526,1
15,20210527,1
15,20210529,1
15,20210530,1
15,20210531,1
15,20210601,1
15,20210602,1
15,20210603,1
15,20210605,1
15,20210606,1
15,20210607,1
15,20210608,1
15,20210609,1
15,20210610,1
15,20210612,1
15,20210613,1
15,20210614,1
15,20210615,1
15,20210616,1
15,20210617,1
15,20210619,1
15,20210620,1
15,20210621,1
15,20210622,1
15,20210623,1
15,20210624,1
15,20210626,1
15,20210627,1
15,20210628,1
15,20210629,1
15,20210630,1
15,20210701,1
15,20210703,1
15,20210704,1
15,20210705,1
15,20210706,1
15,20210707,1
15,20210708,1
15,20210710,1
15,20210711,1
15,20210712,1
15,20210713,1
15,20210714,1
15,20210715,1
15,20210717,1
15,20210718,1
15,20210719,1
15,20210720,1
15,20210721,1
15,20210722,1
15,20210724,1
15,20210725,1
15,20210726,1
15,20210727,1
15,20210728,1
15,20210729,1
15,20210731,1
15,20210801,1
15,20210802,1
15,20210803,1
15,20210804,1
15,20210805,1
15,20210807,1
15,20210808,1
16,20210314,1
16,20210405,1
16,20210406,1
16,20210407,1
16,20210408,1
16,20210409,1
16,20210410,1
16,20210411,1
16,20210412,1
16,20210413,1
16,20210414,1
16,20210415,1
16,20210416,1
16,20210417,1
16,20210418,1
16,20210419,1
16,20210420,1
16,20210421,1
16,20210422,1
16,20210423,1
16,20210424,1
16,20210425,1
16,20210426,1
16,20210427,1
16,20210428,1
16,20210429,1
16,20210430,1
16,20210501,1
16,20210502,1
16,20210503,1
16,20210504,1
16,20210505,1
16,20210506,1
16,20210507,1
16,20210508,1
16,20210509,1
16,20210510,1
16,20210511,1
16,20210512,1
16,20210513,1
16,20210514,1
16,20210515,1
16,20210516,1
16,20210517,1
16,20210518,1
16,20210519,1
16,20210520,1
16,20210521,1
16,20210522,1
16,20210523,1
16,20210524,1
16,20210525,1
16,20210526,1
16,20210527,1
16,20210528,1
16,20210529,1
16,20210530,1
16,20210531,1
16,20210601,1
16,20210602,1
16,20210603,1
16,20210604,1
16,20210605,1
16,20210606,1
16,20210607,1
16,20210608,1
16,20210609,1
16,20210610,1
16,20210611,1
16,20210612,1
16,20210613,1
16,20210614,1
16,20210615,1
16,20210616,1
16,20210617,1
16,20210618,1
16,20210619,1
16,20210620,1
16,20210621,1
16,20210622,1
16,20210623,1
16,20210624,1
16,20210625,1
16,20210626,1
16,20210627,1
16,20210628,1
16,20210629,1
16,20210630,1
16,20210701,1
16,20210702,1
16,20210703,1
16,20210704,1
16,20210705,1
16,20210706,1
16,20210707,1
16,20210708,1
16,20210709,1
16,20210710,1
16,20210711,1
16,20210712,1
16,20210713,1
16,20210714,1
16,20210715,1
16,20210716,1
16,20210717,1
16,20210718,1
16,20210719,1
16,20210720,1
16,20210721,1
16,20210722,1
16,20210723,1
16,20210724,1
16,20210725,1
16,20210726,1
16,20210727,1
16,20210728,1
16,20210729,1
16,20210730,1
16,20210731,1
16,20210801,1
16,20210802,1
16,20210803,1
16,20210804,1
16,20210805,1
16,20210806,1
16,20210807,1
16,20210808,1
17,20210314,1
17,20210404,1
18,20210314,1
18,20210404,1
18,20210411,1
19,20210314,1
19,20210404,1
19,20210411,1
19,20210418,1
19,20210425,1
19,20210502,1
19,20210509,1
19,20210516,1
19,20210523,1
19,20210530,1
19,20210606,1
19,20210613,1
19,20210620,1
19,20210627,1
19,20210704,1
19,20210711,1
19,20210718,1
19,20210725,1
19,20210801,1
19,20210808,1
20,20210314,1
20,20210404,1
20,20210405,1
20,20210411,1
20,20210418,1
20,20210425,1
20,20210502,1
20,20210509,1
20,20210516,1
20,20210523,1
20,20210530,1
20,20210606,1
20,20210613,1
20,20210620,1
20,20210627,1
20,20210704,1
20,20210711,1
20,20210718,1
20,20210725,1
20,20210801,1
20,20210808,1
21,20210314,1
21,20210404,1
21,20210405,1
21,20210406,1
21,20210407,1
21,20210410,1
21,20210411,1
21,20210413,1
21,20210414,1
21,20210417,1
21,20210418,1
21,20210420,1
21,20210421,1
21,20210424,1
21,20210425,1
21,20210427,1
21,20210428,1
21,20210501,1
21,20210502,1
21,20210504,1
21,20210505,1
21,20210508,1
21,20210509,1
21,20210511,1
21,20210512,1
21,20210513,1
21,20210515,1
21,20210516,1
21,20210518,1
21,20210519,1
21,20210522,1
21,20210523,1
21,20210524,1
21,20210525,1
21,20210526,1
21,20210529,1
21,20210530,1
21,20210601,1
21,20210602,1
21,20210605,1
21,20210606,1
21,20210608,1
21,20210609,1
21,20210612,1
21,20210613,1
21,20210615,1
21,20210616,1
21,20210619,1
21,20210620,1
21,20210622,1
21,20210623,1
21,20210626,1
21,20210627,1
21,20210629,1
21,20210630,1
21,20210703,1
21,20210704,1
21,20210706,1
21,20210707,1
21,20210710,1
21,20210711,1
21,20210713,1
21,20210714,1
21,20210717,1
21,20210718,1
21,20210720,1
21,20210721,1
21,20210724,1
21,20210725,1
21,20210727,1
21,20210728,1
21,20210731,1
21,20210801,1
21,20210803,1
21,20210804,1
21,20210807,1
21,20210808,1
22,20210314,1
22,20210403,1
23,20210314,1
23,20210403,1
23,20210404,1
24,20210314,1
24,20210402,1
24,20210404,1
25,20210314,1
25,20210402,1
25,20210403,1
26,20210314,1
26,20210401,1
27,20210314,1
27,20210331,1
28,20210314,1
28,20210331,1
28,20210404,1
29,20210314,1
29,20210329,1
30,20210314,1
30,20210329,1
30,20210331,1
30,20210401,1
30,20210402,1
31,20210314,1
31,20210329,1
31,20210330,1
31,20210331,1
31,20210401,1
31,20210402,1
31,20210403,1
31,20210404,1
32,20210314,1
32,20210328,1
33,20210314,1
33,20210328,1
33,20210410,1
33,20210417,1
33,20210424,1
33,20210427,1
33,20210501,1
33,20210508,1
33,20210513,1
33,20210515,1
33,20210522,1
33,20210524,1
33,20210529,1
33,20210605,1
33,20210612,1
33,20210619,1
33,20210626,1
33,20210703,1
33,20210710,1
33,20210717,1
33,20210724,1
33,20210731,1
33,20210807,1
34,20210314,1
34,20210328,1
34,20210405,1
34,20210411,1
34,20210418,1
34,20210425,1
34,20210509,1
34,20210516,1
34,20210524,1
34,20210530,1
34,20210606,1
34,20210613,1
34,20210620,1
34,20210627,1
34,20210704,1
35,20210314,1
35,20210328,1
35,20210405,1
35,20210411,1
35,20210418,1
35,20210425,1
35,20210502,1
35,20210509,1
35,20210516,1
35,20210523,1
35,20210530,1
35,20210606,1
35,20210613,1
35,20210620,1
35,20210627,1
35,20210704,1
35,20210711,1
35,20210718,1
35,20210725,1
35,20210801,1
35,20210808,1
36,20210314,1
36,20210328,1
36,20210404,1
37,20210314,1
37,20210328,1
37,20210404,1
37,20210410,1
37,20210417,1
37,20210424,1
37,20210427,1
37,20210501,1
37,20210508,1
37,20210513,1
37,20210515,1
37,20210522,1
37,20210524,1
37,20210529,1
37,20210605,1
37,20210612,1
37,20210619,1
37,20210626,1
37,20210703,1
37,20210710,1
37,20210717,1
37,20210724,1
37,20210731,1
37,20210807,1
38,20210314,1
38,20210328,1
38,20210404,1
38,20210405,1
38,20210411,1
38,20210418,1
38,20210425,1
38,20210502,1
38,20210509,1
38,20210516,1
38,20210523,1
38,20210530,1
38,20210606,1
38,20210613,1
38,20210620,1
38,20210627,1
38,20210704,1
38,20210711,1
38,20210718,1
38,20210725,1
38,20210801,1
38,20210808,1
39,20210314,1
39,20210328,1
39,20210404,1
39,20210405,1
39,20210408,1
39,20210409,1
39,20210411,1
39,20210415,1
39,20210416,1
39,20210418,1
39,20210422,1
39,20210423,1
39,20210425,1
39,20210429,1
39,20210430,1
39,20210502,1
39,20210506,1
39,20210507,1
39,20210509,1
39,20210514,1
39,20210516,1
39,20210520,1
39,20210521,1
39,20210523,1
39,20210527,1
39,20210528,1
39,20210530,1
39,20210603,1
39,20210604,1
39,20210606,1
39,20210610,1
39,20210611,1
39,20210613,1
39,20210617,1
39,20210618,1
39,20210620,1
39,20210624,1
39,20210625,1
39,20210627,1
39,20210701,1
39,20210702,1
39,20210704,1
39,20210708,1
39,20210709,1
39,20210711,1
39,20210715,1
39,20210716,1
39,20210718,1
39,20210722,1
39,20210723,1
39,20210725,1
39,20210729,1
39,20210730,1
39,20210801,1
39,20210805,1
39,20210806,1
39,20210808,1
40,20210314,1
40,20210328,1
40,20210404,1
40,20210405,1
40,20210406,1
40,20210407,1
40,20210408,1
40,20210409,1
40,20210411,1
40,20210413,1
40,20210414,1
40,20210415,1
40,20210416,1
40,20210418,1
40,20210420,1
40,20210421,1
40,20210422,1
40,20210423,1
40,20210425,1
40,20210428,1
40,20210429,1
40,20210430,1
40,20210502,1
40,20210504,1
40,20210505,1
40,20210506,1
40,20210507,1
40,20210509,1
40,20210511,1
40,20210512,1
40,20210514,1
40,20210516,1
40,20210518,1
40,20210519,1
40,20210520,1
40,20210521,1
40,20210523,1
40,20210525,1
40,20210526,1
40,20210527,1
40,20210528,1
40,20210530,1
40,20210601,1
40,20210602,1
40,20210603,1
40,20210604,1
40,20210606,1
40,20210608,1
40,20210609,1
40,20210610,1
40,20210611,1
40,20210613,1
40,20210615,1
40,20210616,1
40,20210617,1
40,20210618,1
40,20210620,1
40,20210622,1
40,20210623,1
40,20210624,1
40,20210625,1
40,20210627,1
40,20210629,1
40,20210630,1
40,20210701,1
40,20210702,1
40,20210704,1
40,20210706,1
40,20210707,1
40,20210708,1
40,20210709,1
40,20210711,1
40,20210713,1
40,20210714,1
40,20210715,1
40,20210716,1
40,20210718,1
40,20210720,1
40,20210721,1
40,20210722,1
40,20210723,1
40,20210725,1
40,20210727,1
40,20210728,1
40,20210729,1
40,20210730,1
40,20210801,1
40,20210803,1
40,20210804,1
40,20210805,1
40,20210806,1
40,20210808,1
41,20210314,1
41,20210328,1
41,20210403,1
42,20210314,1
42,20210328,1
42,20210402,1
42,20210404,1
42,20210405,1
42,20210411,1
42,20210418,1
42,20210425,1
42,20210501,1
42,20210502,1
42,20210509,1
42,20210513,1
42,20210516,1
42,20210523,1
42,20210524,1
42,20210530,1
42,20210606,1
42,20210613,1
42,20210620,1
42,20210627,1
42,20210704,1
42,20210711,1
42,20210718,1
42,20210725,1
42,20210801,1
42,20210808,1
43,20210314,1
43,20210328,1
43,20210331,1
44,20210314,1
44,20210327,1
45,20210314,1
45,20210327,1
45,20210404,1
45,20210405,1
45,20210411,1
45,20210418,1
45,20210425,1
45,20210502,1
45,20210509,1
45,20210516,1
45,20210523,1
45,20210530,1
45,20210606,1
45,20210613,1
45,20210620,1
45,20210627,1
45,20210704,1
45,20210711,1
45,20210718,1
45,20210725,1
45,20210801,1
45,20210808,1
46,20210314,1
46,20210327,1
46,20210403,1
47,20210314,1
47,20210327,1
47,20210403,1
47,20210410,1
47,20210417,1
47,20210424,1
47,20210427,1
47,20210501,1
47,20210508,1
47,20210513,1
47,20210515,1
47,20210522,1
47,20210524,1
47,20210529,1
47,20210605,1
47,20210612,1
47,20210619,1
47,20210626,1
47,20210703,1
47,20210710,1
47,20210717,1
47,20210724,1
47,20210731,1
47,20210807,1
48,20210314,1
48,20210327,1
48,20210403,1
48,20210405,1
48,20210410,1
48,20210411,1
48,20210417,1
48,20210418,1
48,20210424,1
48,20210425,1
48,20210427,1
48,20210501,1
48,20210502,1
48,20210508,1
48,20210509,1
48,20210513,1
48,20210515,1
48,20210516,1
48,20210522,1
48,20210523,1
48,20210524,1
48,20210529,1
48,20210530,1
48,20210605,1
48,20210606,1
48,20210612,1
48,20210613,1
48,20210619,1
48,20210620,1
48,20210626,1
48,20210627,1
48,20210703,1
48,20210704,1
48,20210710,1
48,20210711,1
48,20210717,1
48,20210718,1
48,20210724,1
48,20210725,1
48,20210731,1
48,20210801,1
48,20210807,1
48,20210808,1
49,20210314,1
49,20210327,1
49,20210403,1
49,20210404,1
50,20210314,1
50,20210327,1
50,20210328,1
51,20210314,1
51,20210327,1
51,20210328,1
51,20210405,1
51,20210410,1
51,20210411,1
51,20210417,1
51,20210418,1
51,20210424,1
51,20210425,1
51,20210427,1
51,20210501,1
51,20210502,1
51,20210508,1
51,20210509,1
51,20210513,1
51,20210515,1
51,20210516,1
51,20210522,1
51,20210523,1
51,20210524,1
51,20210529,1
51,20210530,1
51,20210605,1
51,20210606,1
51,20210612,1
51,20210613,1
51,20210619,1
51,20210620,1
51,20210626,1
51,20210627,1
51,20210703,1
51,20210704,1
51,20210710,1
51,20210711,1
51,20210717,1
51,20210718,1
51,20210724,1
51,20210725,1
51,20210731,1
51,20210801,1
51,20210807,1
51,20210808,1
52,20210314,1
52,20210327,1
52,20210328,1
52,20210404,1
52,20210405,1
52,20210410,1
52,20210411,1
52,20210417,1
52,20210418,1
52,20210424,1
52,20210425,1
52,20210427,1
52,20210501,1
52,20210502,1
52,20210508,1
52,20210509,1
52,20210513,1
52,20210515,1
52,20210516,1
52,20210522,1
52,20210523,1
52,20210524,1
52,20210529,1
52,20210530,1
52,20210605,1
52,20210606,1
52,20210612,1
52,20210613,1
52,20210619,1
52,20210620,1
52,20210626,1
52,20210627,1
52,20210703,1
52,20210704,1
52,20210710,1
52,20210711,1
52,20210717,1
52,20210718,1
52,20210724,1
52,20210725,1
52,20210731,1
52,20210801,1
52,20210807,1
52,20210808,1
53,20210314,1
53,20210327,1
53,20210328,1
53,20210403,1
53,20210404,1
53,20210405,1
53,20210410,1
53,20210411,1
53,20210417,1
53,20210418,1
53,20210424,1
53,20210425,1
53,20210427,1
53,20210501,1
53,20210502,1
53,20210508,1
53,20210509,1
53,20210513,1
53,20210515,1
53,20210516,1
53,20210522,1
53,20210523,1
53,20210524,1
53,20210529,1
53,20210530,1
53,20210605,1
53,20210606,1
53,20210612,1
53,20210613,1
53,20210619,1
53,20210620,1
53,20210626,1
53,20210627,1
53,20210703,1
53,20210704,1
53,20210710,1
53,20210711,1
53,20210717,1
53,20210718,1
53,20210724,1
53,20210725,1
53,20210731,1
53,20210801,1
53,20210807,1
53,20210808,1
54,20210314,1
54,20210326,1
55,20210314,1
55,20210326,1
55,20210409,1
55,20210416,1
55,20210423,1
55,20210430,1
55,20210507,1
55,20210514,1
55,20210521,1
55,20210528,1
55,20210604,1
55,20210611,1
55,20210618,1
55,20210625,1
55,20210702,1
55,20210709,1
55,20210716,1
55,20210723,1
55,20210730,1
55,20210806,1
56,20210314,1
56,20210326,1
56,20210404,1
57,20210314,1
57,20210326,1
57,20210402,1
58,20210314,1
58,20210326,1
58,20210402,1
58,20210409,1
58,20210416,1
58,20210423,1
58,20210430,1
58,20210507,1
58,20210514,1
58,20210521,1
58,20210528,1
58,20210604,1
58,20210611,1
58,20210618,1
58,20210625,1
58,20210702,1
58,20210709,1
58,20210716,1
58,20210723,1
58,20210730,1
58,20210806,1
59,20210314,1
59,20210326,1
59,20210327,1
59,20210328,1
59,20210402,1
59,20210410,1
59,20210417,1
59,20210424,1
59,20210427,1
59,20210501,1
59,20210508,1
59,20210513,1
59,20210515,1
59,20210522,1
59,20210524,1
59,20210529,1
59,20210605,1
59,20210612,1
59,20210619,1
59,20210626,1
59,20210703,1
59,20210710,1
59,20210717,1
59,20210724,1
59,20210731,1
59,20210807,1
60,20210314,1
60,20210325,1
61,20210314,1
61,20210325,1
61,20210401,1
61,20210405,1
61,20210408,1
61,20210411,1
61,20210415,1
61,20210418,1
61,20210422,1
61,20210425,1
61,20210429,1
61,20210502,1
61,20210506,1
61,20210509,1
61,20210516,1
61,20210520,1
61,20210523,1
61,20210527,1
61,20210530,1
61,20210603,1
61,20210606,1
61,20210610,1
61,20210613,1
61,20210617,1
61,20210620,1
61,20210624,1
61,20210627,1
61,20210701,1
61,20210704,1
61,20210708,1
61,20210711,1
61,20210715,1
61,20210718,1
61,20210722,1
61,20210725,1
61,20210729,1
61,20210801,1
61,20210805,1
61,20210808,1
62,20210314,1
62,20210325,1
62,20210328,1
62,20210401,1
62,20210404,1
62,20210405,1
62,20210411,1
62,20210418,1
62,20210425,1
62,20210502,1
62,20210509,1
62,20210516,1
62,20210523,1
62,20210530,1
62,20210606,1
62,20210613,1
62,20210620,1
62,20210627,1
62,20210704,1
62,20210711,1
62,20210718,1
62,20210725,1
62,20210801,1
62,20210808,1
63,20210314,1
63,20210323,1
63,20210328,1
63,20210330,1
63,20210404,1
63,20210410,1
63,20210417,1
63,20210424,1
63,20210427,1
63,20210501,1
63,20210508,1
63,20210513,1
63,20210515,1
63,20210522,1
63,20210524,1
63,20210529,1
63,20210605,1
63,20210612,1
63,20210619,1
63,20210626,1
63,20210703,1
63,20210710,1
63,20210717,1
63,20210724,1
63,20210731,1
63,20210807,1
64,20210314,1
64,20210323,1
64,20210324,1
64,20210325,1
64,20210327,1
64,20210328,1
64,20210330,1
64,20210331,1
64,20210401,1
64,20210403,1
64,20210404,1
65,20210314,1
65,20210322,1
65,20210329,1
66,20210314,1
66,20210322,1
66,20210328,1
66,20210329,1
66,20210405,1
66,20210411,1
66,20210418,1
66,20210425,1
66,20210502,1
66,20210509,1
66,20210516,1
66,20210523,1
66,20210530,1
66,20210606,1
66,20210613,1
66,20210620,1
66,20210627,1
66,20210704,1
66,20210711,1
66,20210718,1
66,20210725,1
66,20210801,1
66,20210808,1
67,20210314,1
67,20210322,1
67,20210327,1
67,20210410,1
67,20210417,1
67,20210424,1
67,20210427,1
67,20210501,1
67,20210508,1
67,20210513,1
67,20210515,1
67,20210522,1
67,20210524,1
67,20210529,1
67,20210605,1
67,20210612,1
67,20210619,1
67,20210626,1
67,20210703,1
67,20210710,1
67,20210717,1
67,20210724,1
67,20210731,1
67,20210807,1
68,20210314,1
68,20210322,1
68,20210323,1
68,20210324,1
68,20210325,1
68,20210326,1
69,20210314,1
69,20210322,1
69,20210323,1
69,20210324,1
69,20210325,1
69,20210326,1
69,20210328,1
70,20210314,1
70,20210322,1
70,20210323,1
70,20210324,1
70,20210325,1
70,20210326,1
70,20210327,1
70,20210328,1
71,20210314,1
71,20210321,1
72,20210314,1
72,20210321,1
72,20210405,1
72,20210411,1
72,20210418,1
72,20210425,1
72,20210502,1
72,20210509,1
72,20210516,1
72,20210523,1
72,20210530,1
72,20210606,1
72,20210613,1
72,20210620,1
72,20210627,1
72,20210704,1
72,20210711,1
72,20210718,1
72,20210725,1
72,20210801,1
72,20210808,1
73,20210314,1
73,20210321,1
73,20210405,1
73,20210410,1
73,20210411,1
73,20210417,1
73,20210418,1
73,20210424,1
73,20210425,1
73,20210427,1
73,20210501,1
73,20210502,1
73,20210508,1
73,20210509,1
73,20210513,1
73,20210515,1
73,20210516,1
73,20210522,1
73,20210523,1
73,20210524,1
73,20210529,1
73,20210530,1
73,20210605,1
73,20210606,1
73,20210612,1
73,20210613,1
73,20210619,1
73,20210620,1
73,20210626,1
73,20210627,1
73,20210703,1
73,20210704,1
73,20210710,1
73,20210711,1
73,20210717,1
73,20210718,1
73,20210724,1
73,20210725,1
73,20210731,1
73,20210801,1
73,20210807,1
73,20210808,1
74,20210314,1
74,20210321,1
74,20210404,1
75,20210314,1
75,20210321,1
75,20210404,1
75,20210408,1
75,20210415,1
75,20210422,1
75,20210429,1
75,20210506,1
75,20210520,1
75,20210527,1
75,20210603,1
75,20210610,1
75,20210617,1
75,20210624,1
75,20210701,1
75,20210708,1
75,20210715,1
75,20210722,1
75,20210729,1
75,20210805,1
76,20210314,1
76,20210321,1
76,20210404,1
76,20210405,1
76,20210411,1
76,20210418,1
76,20210425,1
76,20210502,1
76,20210509,1
76,20210516,1
