route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_color,route_text_color,route_url
76992,IFF:NS,Snelbus i.p.v. trein,Snelbus i.p.v. trein Driebergen-Zeist <-> Utrecht Centraal,,3,,,
76993,IFF:NS,Sprinter,Leiden Centraal <-> Amsterdam Centraal,,2,,,
76216,DELIJN,43,Sint-Niklaas - Stekene Hellestraat - Hulst,,3,1199dd,ffffff,
76990,IFF:NSI,Intercity,Brussel-Zuid/Midi <-> Rotterdam Centraal IC9200,,2,,,
76541,RET,31,Stat Alex - Oostgaarde - Stat Alex (Ringlijn),,3,,,
59759,GVB,52,Noord - Station Zuid,,1,00adef,000000,http://www.gvb.nl/lijn/metro/52
77611,RET,173,Station Rodenrijs - Lansingerland,,3,,,
77612,RET,711,Lijn 711,,3,,,
76217,DELIJN,450,Tilburg - Poppel - Turnhout,,3,0044bb,ffffff,
73439,UOV,903,U-flex Vijfheerenlanden,,3,ffe600,000000,http://u-ov.info/lijn/u903
73440,UOV,913,U-flex Maarssen / Utrecht-Noordwest,,3,ffe600,000000,http://u-ov.info/lijn/u913
76218,DELIJN,460,Turnhout - Baarle,,3,bbdd00,000000,
76220,DELIJN,22,Hulst - St-Niklaas - Belsele - Sinaai - (Lokeren),,3,995511,ffffff,
76221,DELIJN,42,Sint-Niklaas - Kemzeke Paal - Hulst,,3,444411,ffffff,
76435,CXX,596,'s Heerenhoek - Ellewoutsdijk,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=Z596
76433,CXX,594,Rilland - Kruiningen,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=Z594
76436,CXX,597,'s Heerenhoek - Hoedekenskerke,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=Z597
76437,CXX,598,'s Heerenhoek - Heinkenszand,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=Z598
76430,CXX,591,Nieuwerkerk - Zierikzee via Dreischor,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=Z591
76431,CXX,592,Nieuwerkerk - Zierikzee via Ouwerkerk,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=Z592
73707,CXX,555,'s Heerenhoek - Heinkenszand,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=Z555
76542,RET,35,Station Melanchtonweg - Station Alexander,,3,,,
76434,CXX,595,Goes - Hoedekenskerke,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=Z595
76012,CXX,200,A'dam Gaasperplas - Schiphol Airport,,3,77216f,ffffff,http://www.connexxion.nl/dienstregeling/lijn?ID=M200
76013,CXX,274,Uithoorn - Amsterdam Station Zuid via Amstelveen,,3,afb4b9,000000,http://www.connexxion.nl/dienstregeling/lijn?ID=M274
76363,BRENG,4,Wkc Kronenburg - Het Duifje,,3,,,http://www.breng.nl/dienstregeling/lijn?ID=A004
66117,IFF:NS,Intercity,Venlo <-> Dordrecht IC3700,,2,,,
74718,BRAVO:ARR,685,Zundert - Etten-Leur,,3,,,
73472,QBUZZ,489,R'dam Kral. Zoom - Alblasserdam - Nieuw-Lekkerland,,3,e00000,ffffff,http://qbuzz.nl/gd/lijn/m489
73443,QBUZZ,4,Laan van Europa - DordrechtCS - Staart/Papendrecht,,3,50af46,ffffff,http://qbuzz.nl/gd/lijn/m004
76137,EBS,203,Maasvlaktehopper,,3,,,
73467,QBUZZ,387,Gorinchem - Utrecht,,3,00a7e1,ffffff,http://qbuzz.nl/gd/lijn/m387
73471,QBUZZ,488,R'dam Kralingse Zoom - H.I. Ambacht - Dordrecht,,3,e00000,ffffff,http://qbuzz.nl/gd/lijn/m488
76714,QBUZZ,705,Arkel - Gorinchem,,3,e1dc14,000000,http://qbuzz.nl/gd/lijn/m705
73444,QBUZZ,5,Sterrenburg - Dordrecht CS - Stadspolders,,3,50af46,ffffff,http://qbuzz.nl/gd/lijn/m005
73468,QBUZZ,388,Rotterdam Kralingse Zoom - Papendrecht - Utrecht,,3,00a7e1,ffffff,http://qbuzz.nl/gd/lijn/m388
73457,QBUZZ,78,Noordeloos - Groot-Ammers,,3,50af46,ffffff,http://qbuzz.nl/gd/lijn/m078
73473,QBUZZ,491,Rotterdam Zuidplein - Papendrecht - Sliedrecht,,3,e00000,ffffff,http://qbuzz.nl/gd/lijn/m491
73461,QBUZZ,90,Utrecht - Ameide - Gelkenes,,3,50af46,ffffff,http://qbuzz.nl/gd/lijn/m090
76715,QBUZZ,706,Giessenburg - Gorinchem,,3,e1dc14,000000,http://qbuzz.nl/gd/lijn/m706
76716,QBUZZ,707,Boven-Hardinxveld - Giessenburg,,3,e1dc14,000000,http://qbuzz.nl/gd/lijn/m707
73456,QBUZZ,77,Hardinxveld-Giessendam - Sliedrecht,,3,50af46,ffffff,http://qbuzz.nl/gd/lijn/m077
73458,QBUZZ,79,Gorinchem - Hoornaar - Meerkerk A27,,3,50af46,ffffff,http://qbuzz.nl/gd/lijn/m079
76223,DELIJN,42,Brugge-Breskens,,3,0044bb,ffffff,
76224,DELIJN,390,Arendonk - Retie - Dessel - Mol,,3,bbdd00,000000,
76717,QBUZZ,717,Zwijndrecht - Barendrecht,,3,e1dc14,000000,http://qbuzz.nl/gd/lijn/m717
76225,DELIJN,457,Turnhout - Weelde - Baarle Hertog - Hoogstraten,,3,771133,ffffff,
76713,QBUZZ,704,Leerdam - Arkel,,3,e1dc14,000000,http://qbuzz.nl/gd/lijn/m704
76711,QBUZZ,701,Sliedrecht - Gorinchem,,3,e1dc14,000000,http://qbuzz.nl/gd/lijn/m701
76712,QBUZZ,702,Papendrecht - Groot-Ammers,,3,e1dc14,000000,http://qbuzz.nl/gd/lijn/m702
74285,UOV,163,Nieuwegein-Centrum - Antonius Zkh,,3,e98300,000000,http://u-ov.info/lijn/u163
74286,UOV,164,IJsselstein Binnenstad - IJsselstein-Zuid,,3,e98300,000000,http://u-ov.info/lijn/u164
74283,UOV,161,Utrecht CS - IJsselstein - Nieuwegein-Centrum,,3,e98300,000000,http://u-ov.info/lijn/u161
76438,CXX,599,Wemeldinge - Yerseke,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=Z599
76227,DELIJN,430,Meersel Dreef - Hoogstraten - Turnhout - Reusel,,3,005555,ffffff,
76439,CXX,601,Oostburg - Terneuzen,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=Z601
76441,CXX,607,Hoek - Axel,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=Z607
76376,BRAVO:CXX,54,Helmond Station - Brouwhuis,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=L054
76378,BRAVO:CXX,150,Helmond Station - Station 't Hout,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=L150
76373,BRAVO:CXX,15,Veldhoven Abdijlaan - Eindhoven Station,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=L015
76444,CXX,392,Amsterdam Station Noord - Zaandam Station,,3,e00000,ffffff,http://www.connexxion.nl/dienstregeling/lijn?ID=N392
76445,CXX,395,Amsterdam Station Sloterdijk - Zaandam ZMC,,3,e00000,ffffff,http://www.connexxion.nl/dienstregeling/lijn?ID=N395
76377,BRAVO:CXX,55,Helmond - Stiphout,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=L055
76374,BRAVO:CXX,52,Helmond Station - Rijpelberg,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=L052
76367,CXX,100,Bussum - Huizen,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=F100
74089,EBS,416,van Purmerend naar De Rijp,,3,,,
76368,CXX,106,Weesp - Hilversum via Nederhorst den Berg,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=F106
76369,CXX,107,Blaricum - Hilversum,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=F107
73684,BRAVO:CXX,404,Nuenen - Summa College - Eindhoven Station,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=L404
73733,CXX,647,Domburg - Krabbendijke,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=Z647
75034,IFF:NOORD,Stopbus i.p.v. trein,Stopbus i.p.v. trein Boven-Hardinxveld <-> Dordrecht,,3,,,
75036,IFF:NOORD,Stopbus i.p.v. trein,Stopbus i.p.v. trein Dordrecht <-> Geldermalsen,,3,,,
75037,IFF:NOORD,Stopbus i.p.v. trein,Stopbus i.p.v. trein Dordrecht <-> Gorinchem,,3,,,
76720,UOV,703,Lexmond - Leerdam - Ameide,,3,ffe600,000000,http://u-ov.info/lijn/u703
3337,GVB,53,Gaasperplas - Centraal Station,,1,d81118,ffffff,http://www.gvb.nl/lijn/metro/53
31664,GVB,461,Gelderlandplein - Zuidas,,3,000000,ffffff,http://www.gvb.nl/lijn/bus/461
67406,IFF:VALLEI,Stoptrein,Amersfoort Centraal <-> Barneveld Zuid ST31400,,2,,,
76719,UOV,960,Stadscentrum - Nieuwegein-Zuid,,3,e98300,000000,http://u-ov.info/lijn/u160
76238,RET,608,Barendrecht Postkantoor - Ridderkerk Olmenlaan,,3,,,
67410,IFF:NS,Stopbus i.p.v. trein,Stopbus i.p.v. trein Amersfoort Centraal <-> Hilversum,,3,,,
76235,RET,609,Station Barendrecht - Ridderkerk de Schans,,3,,,
74090,EBS,419,van Ilpendam naar Broek in Waterland,,3,,,
74088,EBS,413,van Purmerend naar Beets,,3,,,
76233,HTM,29,Lijn 29: Station Rijswijk - Oude Waalsdorperweg,,3,,,https://www.htm.nl/reisinformatie/htmbuzz-29
73730,CXX,643,St.Annaland - Goes,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=Z643
73725,CXX,633,Vlissingen - Zierikzee,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=Z633
73726,CXX,634,Dreischor - Zierikzee,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=Z634
73731,CXX,644,Stavenisse - Goes,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=Z644
76231,HTM,34,Lijn 34,,0,,,https://www.htm.nl/reisinformatie/tram-34
76239,ARR,3,P3 - Vertrekhallen - Plaza,,3,,,
76232,HTM,2,Lijn 2K Kraaijenstein - Station Laan van NOI,,0,,,https://www.htm.nl/reisinformatie/tram-2
76733,OVERAL,TXL,Texelhopper,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=H928
67411,IFF:RNET,Stopbus i.p.v. trein,Stopbus i.p.v. trein Geldermalsen <-> Gorinchem,,3,,,
67412,IFF:NS,Sprinter,Tilburg Universiteit <-> Eindhoven Centraal SPR5200,,2,,,
67414,IFF:RNET,Stopbus i.p.v. trein,Stopbus i.p.v. trein Geldermalsen <-> Leerdam,,3,,,
67415,IFF:NMBS,Stoptrein,Puurs <-> Roosendaal ST400,,2,,,
76718,UOV,61,Utrecht CS - IJsselstein,,0,e98300,000000,http://u-ov.info/lijn/u061
76364,BRENG,11,Station Arnhem Zuid - Arnhem CS,,3,,,http://www.breng.nl/dienstregeling/lijn?ID=A011
74507,ARR,43,Heerlen via Simpelveld - Vaals,,3,,,
74505,ARR,38,Sittard via Lindenheuvel - Geleen,,3,,,
75707,CXX,149,Uithoorn - Amstelveen,,3,afb4b9,000000,http://www.connexxion.nl/dienstregeling/lijn?ID=M949
74486,ARR,289,Venray Station via A73 - Horst,,3,,,
41839,HTM,23,Lijn 23: Scheveningen Noorderstrand - Kijkduin,,3,,,https://www.htm.nl/reisinformatie/htmbuzz-23
75703,CXX,160,Hoofddorp Station - Hoofddorp Centrum,,3,afb4b9,000000,http://www.connexxion.nl/dienstregeling/lijn?ID=M160
74500,ARR,16,Sittard via Born - Obbicht,,3,,,
74511,ARR,1,Hoensbroek via Heerlen - Bleijerheide,,3,,,
74482,ARR,67,Roermond via Linne - Echt,,3,,,
67416,IFF:NS,Intercity,Dordrecht <-> Eindhoven Centraal IC1900,,2,,,
67419,IFF:VALLEI,Stoptrein,Amersfoort Centraal <-> Ede-Wageningen ST31300,,2,,,
74485,ARR,82,Boxmeer - Venray Centrum,,3,,,
67422,IFF:NS,Intercity,Nachtnettrein Utrecht Centraal <-> Amersfoort Centraal,,2,,,
74508,ARR,46,Kerkrade Parkstad Stadion - Avantis,,3,,,
74495,ARR,1,Oud Caberg/Malberg via MUMC - De Heeg,,3,ec008c,ffffff,
74496,ARR,2,Oud Caberg via Heer - De Heeg,,3,ec008c,ffffff,
74497,ARR,4,Pottenberg/Caberg via Scharn - Valkenburg,,3,00a650,ffffff,
74493,ARR,794,Boukoul - Roermond Leeuwen,,3,,,
74491,ARR,790,Weert via Ittervoort - Heythuysen,,3,,,
74498,ARR,9,Maastricht Waldeckpark via Borgharen - Bunde,,3,f9a72b,ffffff,
74494,ARR,796,Heythuysen - Nederweert,,3,,,
74499,ARR,10,P&R Noord via Centrum - Heer,,3,ed1c24,ffffff,
76420,CXX,507,Axel - St.Jansteen,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=Z507
67424,IFF:NOORD,Stoptrein RE18,Heerlen <-> Maastricht S19800,,2,,,
74484,ARR,60,Maria Hoop via Koningsbosch - Echt,,3,,,
67449,IFF:NOORD,Sneltrein,RE18 Aachen Hbf <-> Maastricht,,2,,,
74509,ARR,53,Hoensbroek via Schinnen - Geleen,,3,,,
74506,ARR,39,Urmond via Berg a/d Maas - Sittard,,3,,,
74503,ARR,31,Sittard Station via Baandert - Kemperkoul,,3,,,
74510,ARR,658,Gulpen - Heerlen,,3,,,
74502,ARR,18,Sittard via Born en Holtum/NedCar - Sittard.,,3,,,
74504,ARR,34,Sittard Station via Stadhuis - Kemperkoul,,3,,,
74501,ARR,17,Sittard via NedCar/Holtum en Born - Sittard.,,3,,,
74535,ARR,797,Beek-Elsloo via Geulle - Meerssen,,3,,,
74534,ARR,795,Beek-Elsloo via Groot Genhout - Spaubeek,,3,,,
74531,ARR,723,Landgraaf Mondo Verde - Ubach Palenberg,,3,,,
74517,ARR,7,Ubach over Worms via Heerlen - Zuyderland MC,,3,,,
73570,EBS,614,van Volendam naar Hoorn,,3,,,
73569,EBS,610,van Marken naar Volendam,,3,,,
73574,EBS,N04,van Amsterdam CS naar Purmerend,,3,,,
73572,EBS,N14,van Amsterdam CS naar Hoorn,,3,,,
73573,EBS,N01,van Amsterdam CS naar Purmerend,,3,,,
74516,ARR,6,Kerkrade via Eygelshoven - Heerlen,,3,,,
74514,ARR,4,Hoensbroek via Heerlen - Parkstad Stadion,,3,,,
74524,ARR,606,Kerkrade via Eygelshoven - Zuyd Hogeschool,,3,,,
74513,ARR,3,Schinveld/Brunssum via Heerlen - Parkstad Stadion,,3,,,
76971,IFF:NOORD,Stopbus i.p.v. trein,Stopbus i.p.v. trein Bad Nieuweschans <-> Groningen,,3,,,
76972,IFF:NOORD,Stopbus i.p.v. trein,Stopbus i.p.v. trein Groningen <-> Veendam,,3,,,
74320,BRENG,76,Millingen - Groesbeek,,3,,,http://www.breng.nl/dienstregeling/lijn?ID=X076
74522,ARR,603,Brunssum via Heerlen Station - Kerkrade,,3,,,
74525,ARR,631,Beek-Elsloo via Zuyd Hogeschool - Heerlen,,3,,,
74526,ARR,632,Sittard Station - Chemelot Campus,,3,,,
74523,ARR,643,Vaals via Parkstad Stadion - Heerlen,,3,,,
74521,ARR,650,Bocholtz via Gulpen - Maastricht,,3,,,
74529,ARR,639,Urmond via Berg a/d Maas - Sittard,,3,,,
74527,ARR,633,Beek-Elsloo via Chemelot - Sittard,,3,,,
74515,ARR,5,Heerlen via Landgraaf - Parkstad Stadion,,3,,,
74519,ARR,9,Kerkrade via Luckerheide - Landgraaf Station,,3,,,
76427,CXX,583,Westkapelle - Veere,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=Z583
74520,ARR,259,Vaals Busstation - Drielandenpunt,,3,,,
76973,IFF:NOORD,Stopbus i.p.v. trein,Stopbus i.p.v. trein Groningen <-> Weener,,3,,,
74518,ARR,8,Ubach over Worms via Heerlen - Parkstad Stadion,,3,,,
74532,ARR,791,Meerssen via Valkenburg - Margraten,,3,,,
74533,ARR,793,Margraten via Banholt - Eijsden,,3,,,
77426,OVREGIOY,641,Zwolle - Kampen - Emmeloord - Urk,,3,,,http://www.ovregioijsselmond.nl/dienstregeling/lijn?ID=G641
76424,CXX,580,Kattendijke - Goes,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=Z580
75709,CXX,164,Buitenkaag - Nieuw Vennep,,3,afb4b9,000000,http://www.connexxion.nl/dienstregeling/lijn?ID=M964
76428,CXX,584,Middelburg - Veere,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=Z584
76429,CXX,589,Ossenisse - Clinge,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=Z589
76423,CXX,515,Breskens - Biervliet,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=Z515
75708,CXX,163,Rijsenhout - Hoofddorp Station,,3,afb4b9,000000,http://www.connexxion.nl/dienstregeling/lijn?ID=M963
75712,CXX,456,Assendelft - Zaandam Station,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=N456
76425,CXX,581,Vlissingen Oost - Middelburg,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=Z581
76421,CXX,511,Terneuzen - Sas van Gent,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=Z511
76907,EBS,60,Station Delft - Nootdorp,,3,,,
54218,BRAVO:ARR,111,Bergen op Zoom via Dinteloord - Roosendaal,,3,,,
75997,WATERBUS,202,Kinderdijk - Rotterdam Erasmusbrug,,4,08b5e0,000000,
76915,EBS,73,Centrum West - Dorp - Station Lansingerland,,3,,,
54222,BRAVO:ARR,119,Breda via Prinsenbeek - Zevenbergen,,3,,,
74908,RET,290,Zuidplein - Ridderkerk ( Donkersloot ),,3,,,
74907,RET,245,Ridderkerk (Spinozastraat ) - Kralingsezoom,,3,,,
54231,BRAVO:ARR,104,Bergen op Zoom via Huijbergen - Roosendaal,,3,,,
76916,EBS,824,Rotterdam - Schiedam - Honselersdijk,,3,,,
76914,EBS,71,Centrum West - Rokkeveen - Station Lansingerland,,3,,,
76917,EBS,826,Schiedam - Maassluis - Honselersdijk - Naaldwijk,,3,,,
54223,BRAVO:ARR,676,Hank - Andel Prinsentuin,,3,,,
54224,BRAVO:ARR,674,Loon op Zand - Andel Prinsentuin,,3,,,
76918,EBS,827,Den Haag - Honselersdijk,,3,,,
76908,EBS,61,Kuyperwijk - Station Delft,,3,,,
76906,EBS,37,Den Haag - Delft,,3,,,
76426,CXX,582,Oud Sabbinge - Goes,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=Z582
76905,BRAVO:ARR,400,Oosterhout - Utrecht Stremming Utrecht,,3,,,
76911,EBS,64,Station Delft - Tanthof,,3,,,
76909,EBS,62,Delfgauw - Station Delft,,3,,,
76912,EBS,69,Station Delft - TU/Technopolis,,3,,,
77434,BRAVO:CXX,260,Geldrop - Son en Breugel - Best,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=L260
76921,RET,E,E lijn,,1,003a8c,ffffff,
54226,BRAVO:ARR,672,Dongen - Andel Prinsentuin,,3,,,
76913,EBS,70,Centrum West - Noordhove,,3,,,
71486,CXX,602,Naarden - Amsterdam,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=F602
71487,CXX,609,Blaricum - Amsterdam,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=F609
76815,BRAVO:CXX,555,Helmond Automotive Campus - Station Brandevoort,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=L555
63638,CXX,300,Haarlem Station - A'dam Bijlmer ArenA via Airport,,3,77216f,ffffff,http://www.connexxion.nl/dienstregeling/lijn?ID=M300
76910,EBS,63,Station Delft - IKEA - Delftsehout,,3,,,
54228,BRAVO:ARR,670,Wagenberg - Andel Prinsentuin,,3,,,
54230,BRAVO:ARR,103,Willemstad via Oud Gastel - Roosendaal,,3,,,
76402,CXX,4,Schalkwijk Centrum - Vogelenzang Dorp,,3,66cc33,000000,http://www.connexxion.nl/dienstregeling/lijn?ID=N004
76975,IFF:NOORD,Snelbus i.p.v. trein,Snelbus i.p.v. trein Groningen <-> Leer (Ostfriesl),,3,,,
76406,CXX,15,Haarlem Station - Waarderpolder,,3,ffff00,000000,http://www.connexxion.nl/dienstregeling/lijn?ID=N015
76409,CXX,67,Wormer - Zaandam Station,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=N067
76405,CXX,14,Heemstede Station - Haarlemmerl. Pont Buitenhuizen,,3,0000ff,ffffff,http://www.connexxion.nl/dienstregeling/lijn?ID=N014
76408,CXX,65,Zaandam Staion - De Vlinder,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=N065
76375,BRAVO:CXX,53,Helmond Station - Helmond Straakven,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=L053
73666,BRAVO:CXX,123,Boxmeer - Gemert,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=L123
76422,CXX,513,Sas Van Gent - Axel,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=Z513
76767,OVERAL,606,Alkmaar Station - Bergen Europese School,,3,e00000,ffffff,http://www.connexxion.nl/dienstregeling/lijn?ID=H606
71448,CXX,101,Bussum - Blaricum,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=F101
71452,CXX,186,Schiphol P30 - Amstelveen Busstation via KLM,,3,0059ff,ffffff,http://www.connexxion.nl/dienstregeling/lijn?ID=M186
71453,CXX,680,Heinenoord-Barendrecht,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=Z680
71462,CXX,630,Hellevoetsluis-Middelharnis,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=Z630
75368,ARR,68,Roermond via Stevensweert - Echt,,3,,,
75757,ARR,19,Noordwolde - Steenwijk,,3,,,
75330,ARR,407,Margraten - Reijmerstok,,3,,,
75366,ARR,62,Roermond via Herkenbosch - Roermond.,,3,,,
75331,ARR,421,Ven-Zelderheide - Gennep,,3,,,
75332,ARR,422,Ven-Zelderheide - Ottersum,,3,,,
75333,ARR,444,Koningslust - Helden,,3,,,
75334,ARR,415,Catsop - Beek-Elsloo Station,,3,,,
75367,ARR,63,Roermond via Sint Odilienberg - Roermond,,3,,,
75365,ARR,61,Roermond via Montfort - Echt,,3,,,
75370,ARR,4,Venlo Station via Stalberg - Venlo Station,,3,,,
75371,ARR,5,Venlo Station via Noorderpoort - Venlo Station,,3,,,
75756,ARR,660,Dokkum - Holwerd,,3,,,
75369,ARR,89,Venray via Horst/Lottum - Venlo,,3,,,
71464,CXX,639,Ouddorp-Middelharnis,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=Z636
76589,RET,126,Station Schiedam - Maassluis,,3,,,
71472,CXX,102,Bergen op Zoom - Oude Tonge,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=V102
71494,CXX,185,Strijensas s'Gravendeel,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=Z186
76068,QBUZZ,19,Zernike - HS - De Wijert - Europapark,,3,ff29ff,ffffff,http://qbuzz.nl/gd/lijn/g569
76774,ARR,9651,"Oosterzee, Gietersebrug - Lemmer, Busstation",,3,,,
76978,IFF:NOORD,Sneltrein,Winschoten <-> Groningen S37900,,2,,,
75374,ARR,674,Ospel - Weert,,3,,,
75372,ARR,662,Roermond - Herkenbosch,,3,,,
71495,CXX,65,"Middelburg, Station - Podium/Scalda",,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=Z065
71507,CXX,209,Blaricum - Amsterdam,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=F209
76979,IFF:NOORD,Stoptrein,Weener <-> Groningen ST20100,,2,,,
71673,CXX,64,Zaandijk Rooswijk - Zaandam Kogerveld,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=N064
76980,IFF:NOORD,Stoptrein,Leeuwarden <-> Sneek ST37000,,2,,,
63640,CXX,N90,Knooppunt Noord - P30/Knooppunt ZW via Airport,,3,0059ff,ffffff,http://www.connexxion.nl/dienstregeling/lijn?ID=M090
63642,OVERAL,128,Hoorn Station - Noordbeemster,,3,ff99ff,ffffff,http://www.connexxion.nl/dienstregeling/lijn?ID=H128
63648,CXX,382,IJmuiden Seaport - Amsterdam Station Sloterdijk,,3,e00000,ffffff,http://www.connexxion.nl/dienstregeling/lijn?ID=N382
63651,CXX,190,Schiphol Knooppunt Noord - P30 via Airport,,3,0059ff,ffffff,http://www.connexxion.nl/dienstregeling/lijn?ID=M190
52484,CXX,81,Zandvoort - Haarlem Station,,3,66cc33,000000,http://www.connexxion.nl/dienstregeling/lijn?ID=N081
73729,CXX,641,Middelburg - Goes,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=Z641
73724,CXX,629,Bruinisse - Goes,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=Z629
73723,CXX,628,Westenschouwen - Goes,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=Z628
73732,CXX,646,Middelburg - Goes,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=Z646
73728,CXX,639,Krabbendijke - Goes,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=Z639
76781,DELIJN,62,Tongeren - Vroenhoven - Maastricht,,3,bb0022,ffffff,
76780,DELIJN,20a,Hasselt - Bilzen - Maastricht/Lanaken - Rekem,,3,8899aa,000000,
73727,CXX,638,Goes Station Goes Zwembadweg,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=Z638
73953,OVERAL,408,Heiloo 't Loo - Egmond aan Zee,,3,afb4b9,000000,http://www.connexxion.nl/dienstregeling/lijn?ID=H408
77278,KEOLIS,812,TVV Zutphen - Oldenzaal,,3,,,
77279,TWENTS,264,Denekamp - Almelo,,3,,,
77280,TWENTS,505,"Enschede, Station - Hogeland",,3,,,
76782,DELIJN,45,Hasselt - Universiteit - Genk - Maaseik/Maastricht,,3,dd0077,ffffff,
76783,DELIJN,63,Eisden - Maasmechelen - Lanaken - Maastricht,,3,ff88aa,000000,
74608,IFF:NS,Intercity,Nachtnettrein Haarlem <-> Amsterdam Centraal,,2,,,
77281,TWENTS,506,Boekelo - Enschede,,3,,,
77282,TWENTS,508,Enschede Zuid,,3,,,
315,WATERBUS,20,Dordrecht Merwekade - Rotterdam Erasmusbrug,,4,004990,ffffff,
75373,ARR,663,Roermond - Herkenbosch,,3,,,
76048,QBUZZ,29,Emmen - Sleen (- De Kiel),,3,,,http://qbuzz.nl/gd/lijn/d029
76049,QBUZZ,33,Hoogeveen - Coevorden,,3,,,http://qbuzz.nl/gd/lijn/d033
76047,QBUZZ,25,Coevorden - Zweeloo,,3,,,http://qbuzz.nl/gd/lijn/d025
76046,QBUZZ,817,Finsterwolde - Bad Nieuweschans,,3,,,http://qbuzz.nl/gd/lijn/c817
75375,ARR,789,Horst - Evertsoord,,3,,,
73957,OVERAL,412,Hoorn Station - Hem - Hoogkarspel - Bovenkarspel,,3,afb4b9,000000,http://www.connexxion.nl/dienstregeling/lijn?ID=H412
73954,OVERAL,409,Obdam - Ursem - Heerhugowaard,,3,afb4b9,000000,http://www.connexxion.nl/dienstregeling/lijn?ID=H409
73952,OVERAL,407,Buurtbus Heerhugowaard,,3,afb4b9,000000,http://www.connexxion.nl/dienstregeling/lijn?ID=H407
73955,OVERAL,410,Egmond aan Zee - Schoorl,,3,afb4b9,000000,http://www.connexxion.nl/dienstregeling/lijn?ID=H410
73956,OVERAL,411,Tuitjenhorn - Schagen Station,,3,afb4b9,000000,http://www.connexxion.nl/dienstregeling/lijn?ID=H411
73951,OVERAL,406,Schagen Station - Zijdewind - Waarland,,3,afb4b9,000000,http://www.connexxion.nl/dienstregeling/lijn?ID=H406
76981,IFF:NOORD,Stoptrein,Leeuwarden <-> Stavoren ST37100,,2,,,
